Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page link,Attachment URL,Image link,Attributes
Pure life dental,1472101, Pulpdent Corp.,VB1,ACTIVA BioACTIVE Base/Liner,"
        ,Features,
        ,BPA-free and moisture-tolerant,Bioactive material with an ionic resin matrix, shock-absorbing resin component, and bioactive fillers that mimic the properties of natural teeth,Chemically bonds to seal against microleakage and releases calcium, phosphate and fluoride ions to surrounding teeth to reduce sensitivity,No bonding agents required,Dentin shade and radiopaque,    ",1 x 5ml automix syringe + 20 automix tips with bendable 20ga metal cannula,1 x 5ml automix syringe + 20 automix tips with bendable 20ga metal cannula,Cements & Liners - Cavity Liners,-1,https://www.purelifedental.com/product/cements-liners/cavity-liners/activa-bioactive-base-liner.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1472101.jpg,-1
Pure life dental,2223201, Dentsply Sirona Restorative,610007,IRM®,"
        ,Features,
        ,Polymer-reinforced, zinc oxide eugenol restorative material,Designed for intermediate restorations but can be used as a base under non-resin cements,Available in powder/liquid form or unit doses,    ",1 x 38gm powder and 1 x 14ml liquid,1 x 38gm powder and 1 x 14ml liquid,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/irm.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2223202.jpg,-1
Pure life dental,4511801, Coltene/Whaledent,5831,DuoTEMP®,"
        ,Features,
        ,Eugenol-free, dual-curing, temporary filling material,White in color and can be cured using both light and saliva,High-marginal seal due to slight expansion,Radiopaque and formulated from zinc oxide and zinc sulphate for optimal protection from bacteria,    ",5gm syringe,5gm syringe,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/duotemp.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/5/4511801.jpg,-1
Pure life dental,2159401, 3M Oral Care,44130,Cavit™ W,"
        ,Features,
        ,Used for temporary filling of occlusion-loaded restorations,High-surface hardness,Quick and void-free curing in a moist environment,Slight expansion of the filling material ensures a well-sealed margin,White in color,    ",28gm jar,28gm jar,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/cavit-w.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2159401.jpg,-1
Pure life dental,2151001, 3M Oral Care,44313,Cavit™ G,"
        ,Features,
        ,Used for temporary filling after endodontic treatment,Reduces final hardness, increases adhesion,Quick and void-free curing in a moist environment,    ",28gm jar,28gm jar,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/cavit-g.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2151001.jpg,-1
Pure life dental,2150901, 3M Oral Care,44030,Cavit™,"
        ,Features,
        ,Used for temporary filling of occlusion-loaded restorations,High surface hardness,Quick and void-free curing in a moist environment,Slight expansion of the filling material ensures a well-sealed margin,Pink in color,    ",28gm jar,28gm jar,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/cavit.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2150901.jpg,-1
Pure life dental,1461601, Kulzer,66014574,Venus Flow Baseliner,"
        ,Features,
        ,Cavity liner; creates the first layer on the floor of a posterior cavity,Highly opaque and white in color,    ",1 x 1.8gm syringe,1 x 1.8gm syringe,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/venus-flow-baseliner.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1461601.png,-1
Pure life dental,2019701, Pulpdent Corp.,LLE,Lime-Lite Enhanced,"
        ,Features,
        ,Cavity liner/base,Releases favorable calcium, hydroxyl, phosphate and fluoride ions,Chemically bonds to adhesives and composites,Fluoride-releasing, light-cure and radiopaque,Improved adhesion to dentin,    ",4 x 1.2ml syringes + 20 applicator tips,4 x 1.2ml syringes + 20 applicator tips,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/lime-lite-enhanced.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/0/2019702.jpg,-1
Pure life dental,1472301, DMG America,223002,Ionosit Baseliner,"
        ,Features,
        ,Unique compensation for composite polymerization shrinkage stress through controlled expansion,Fluoride release,Radiopaque,    ",2 x 1.5gm syringes + 20 luer-lock tips,2 x 1.5gm syringes + 20 luer-lock tips,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/ionosit-baseliner.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1472301.jpg,-1
Pure life dental,5005701, GC America,000021,GC Fuji LINING™ LC (Powder/Liquid),"
        ,Features,
        ,Powder-liquid light-cured, glass ionomer lining material,High-compressive strength and extremely low solubility,Provides long-term fluoride release,Excellent bonding to tooth structure, offering a durable marginal seal,Radiopaque for easy post-operative diagnosis,    ","1 x 10gm powder, 1 x 6.8ml liquid + accessories","1 x 10gm powder, 1 x 6.8ml liquid + accessories",Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/gc-fuji-lining-lc-powder-liquid.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5005702.jpg,-1
Pure life dental,5005601, GC America,432571,GC Fuji LINING™ LC (Paste Pak),"
        ,Features,
        ,Paste-paste light-cured, glass ionomer lining material,High-compressive strength and extremely low solubility,Provides long-term fluoride release,Excellent bonding to tooth structure, offering a durable marginal seal,Delivers consistent mixes every time, no matter how large or small,    ","1 x 7gm cartridge, 1 GC Paste Pak Dispenser + 1 mixing pad and 1 spatula","1 x 7gm cartridge, 1 GC Paste Pak Dispenser + 1 mixing pad and 1 spatula",Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/gc-fuji-lining-lc-paste-pak.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5005601.jpg,-1
Pure life dental,2223101, Dentsply Sirona Restorative,623450,Dycal®,"
        ,Features,
        ,Radiopaque, calcium hydroxide cavity base/liner,Rigid, self-setting material useful in pulp-capping, and as a protective base/liner under dental filling materials,Easy to place, with ability to flow where needed while staying  in place when necessary,    ","1 x 13gm base, 1 x 11gm catalyst + 1 mixing pad and 1 placement instrument","1 x 13gm base, 1 x 11gm catalyst + 1 mixing pad and 1 placement instrument",Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/dycal.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2223103.jpg,-1
Pure life dental,1661501, Septodont,01-c0605,Biodentine,"
        ,Features,
        ,Bioactive dentin substitute,Used to treat permanent dentin restorations, deep cavities, pulp capping, pulpotomies in the crown and root perforations, pulpal floor perforations, and internal/external resorptions in the root,Provides a number of benefits including remineralization, preservation of pulp, and prevention of clinical failures,Zero shrinkage,    ",5/box,5/box,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/biodentine.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/6/1661501.jpg,-1
Pure life dental,1472101, Pulpdent Corp.,VB1,ACTIVA BioACTIVE Base/Liner,"
        ,Features,
        ,BPA-free and moisture-tolerant,Bioactive material with an ionic resin matrix, shock-absorbing resin component, and bioactive fillers that mimic the properties of natural teeth,Chemically bonds to seal against microleakage and releases calcium, phosphate and fluoride ions to surrounding teeth to reduce sensitivity,No bonding agents required,Dentin shade and radiopaque,    ",1 x 5ml automix syringe + 20 automix tips with bendable 20ga metal cannula,1 x 5ml automix syringe + 20 automix tips with bendable 20ga metal cannula,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/activa-bioactive-base-liner.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1472101.jpg,-1
Pure life dental,1430401, PureLife Dental,PL90814,PureLife Desensitizer,"
        ,Features,
        ,Equivalent to Gluma® formula,Ideal antimicrobial when used with self-etch adhesives,    ",1 bottle,1 bottle,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/purelife-desensitizer.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1430401.jpg,-1
Pure life dental,2303901, Dentsply Sirona Restorative,607061,Calibra® Esthetic Resin Cement,"
        ,Features,
        ,Visible light-cured, dual-cured or self-cured high strength resin cement,To be used following the application of a suitable dentin/enamel adhesive to adhesively bond and lute indirect restorations to tooth structure,    ",2gm syringe,2gm syringe,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/calibra-esthetic-resin-cement.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/3/2303901.jpg,-1
Pure life dental,2181501, Shofu Dental Corp,3213,BeautiCem SA,"
        ,Features,
        ,Self-etching, self-adhesive resin cement,No primer required for all substrates (except porcelain),Auto-mixing syringe eliminates hand mixing,Dual-cure and radiopaque,    ",5ml syringe + 10 mixer tips and step-card,5ml syringe + 10 mixer tips and step-card,Cements & Liners,-1,https://www.purelifedental.com/product/cements-liners/beauticem-sa.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2181501.jpg,-1
Pure life dental,1450501, Kuraray,1970KA,Clearfil SE Bond,"
        ,Features,
        ,Proven 2-step self-etch bonding system, for direct restorations,Simple, rapid light-cure bond,Virtually no post-operative sensitivity,Water-based, mild self-etch primer,    ","1 x 6ml primer, 1 x 5ml bond + accessories","1 x 6ml primer, 1 x 5ml bond + accessories",Cosmetic,-1,https://www.purelifedental.com/product/cosmetic/clearfil-se-bond.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1450501.jpg,-1
Pure life dental,1451001, Kuraray,070KA,Clearfil Photo Bond,"
        ,Features,
        ,2-step, total-etch,Enamel and dentin bonding agent for direct composite restorations,Both light-cure and self-cure,    ","1 x 6ml catalyst, 1 x 6ml universal, 1 x 6ml K-Etchant Gel + accessories","1 x 6ml catalyst, 1 x 6ml universal, 1 x 6ml K-Etchant Gel + accessories",Cosmetic,-1,https://www.purelifedental.com/product/cosmetic/clearfil-photo-bond.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1451002.jpg,-1
Pure life dental,5001201, GC America,000207,GC Fuji BOND™ LC,"
        ,Features,
        ,Flexible and desensitizing bonding agent for all direct placement, composite resin restorations,Chemically bonds composite to dentin, enamel and cementum, which is then reinforced by the mechanical interlock of the hybrid layer,Protects restoration from secondary decay,Allows expansion and contraction of the resin restorative as well as the flexure of tooth without opening cavosurface margins,Fluoride-releasing and no post-operative sensitivity,    ","1 x 5gm powder, 1 x 7ml liquid + 1 x 5.7ml GC Cavity Conditioner","1 x 5gm powder, 1 x 7ml liquid + 1 x 5.7ml GC Cavity Conditioner",Cosmetic - Bonding,-1,https://www.purelifedental.com/product/cosmetic/bonding/gc-fuji-bond-lc.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5001202.jpg,-1
Pure life dental,2224301, Dentsply Sirona Restorative,61C100,SureFil® SDR® Flow+,"
        ,Features,
        ,Posterior, bulk fill-flowable composite up to 4mm increments,Saves up to 40% in placement time by reducing the number of incremental layering steps,Unique self-leveling provides excellent cavity adaptation,    ",25 x 0.25gm Universal Compula® Tips + 1 Compula® Tip gun,25 x 0.25gm Universal Compula® Tips + 1 Compula® Tip gun,Cosmetic - Composites - Bulk Fill,-1,https://www.purelifedental.com/product/cosmetic/composites-bulk-fill/surefil-sdr-flow.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2224302.jpg,-1
Pure life dental,5003901, GC America,002278,GRADIA® DIRECT Flo Flowable Composite,"
        ,Features,
        ,Light-cured, radiopaque micro-hybrid resin flowable composite,Specially designed for use in combination with GRADIA DIRECT Universal Composite,Physical properties, flow characteristics and direct application make it ideal for use as a liner under composite restorations,Easy-to-handle; non-runny, non-sticky formula,    ",2 x 1.5gm syringes,2 x 1.5gm syringes,Cosmetic - Composites - Flowable,-1,https://www.purelifedental.com/product/cosmetic/composites-flowable/gradia-direct-flo-flowable-composite.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5003901.jpg,-1
Pure life dental,5000301, GC America,338006,UNIFAST™ LC Temporary Material,"
        ,Features,
        ,Light-cured, superior acrylic resin,Ideal for constructing provisional bridges, crowns, inlays, onlays, splints and orthodontic plates,Dense, non-porous material,Easy-to-trim and is wear- and stain-resistant,    ","6 x 30gm powders (1 each: A2, A3, B2, B3, C2, Translucent), 2 x 14.7ml liquid + 2 rubber mixing cups, 1 liquid measurer, 1 powder measurer, 1 spatula and 1 brush","6 x 30gm powders (1 each: A2, A3, B2, B3, C2, Translucent), 2 x 14.7ml liquid + 2 rubber mixing cups, 1 liquid measurer, 1 powder measurer, 1 spatula and 1 brush",Crown & Bridge,-1,https://www.purelifedental.com/product/crown-bridge/unifast-lc-temporary-material.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5000302.jpg,-1
Pure life dental,5003101, GC America,452001,EQUIA Forte® Glass Hybrid Restorative System,"
        ,Features,
        ,Fluoride-releasing, glass hybrid restorative system,Non-technique sensitive bulk-fill,No polymerization shrinkage or shrinkage stress,Non-sticky and packable,High flexural strength, wear-resistance and moisture tolerant (no rubber dam required),    ","48 capsules, 1 x 4ml bottle of EQUIA® Forte Coat, 1 x 5.7ml bottle of GC Cavity Conditioner + accessories","48 capsules, 1 x 4ml bottle of EQUIA® Forte Coat, 1 x 5.7ml bottle of GC Cavity Conditioner + accessories",Cosmetic - Composites - Glass Ionomer,-1,https://www.purelifedental.com/product/cosmetic/composites-glass-ionomer/equia-forte-glass-hybrid-restorative-system.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/5/0/5003110.jpg,-1
Pure life dental,2230201, Dentsply Sirona Restorative,631200,Quixx® Posterior Restorative,"
        ,Features,
        ,Chameleon-like, universal shade composite made specifically for posterior restorations,Offers 4mm increments cured in only 10 seconds,Excellent wear strength,    ","40 x 0.28gm Universal Shade Compules® Tips and 2 Xeno® IV Evaluator Kits (2 x 5 unit doses, 2 x 1 unit dose holder + 2 x 5 applicator tips)","40 x 0.28gm Universal Shade Compules® Tips and 2 Xeno® IV Evaluator Kits (2 x 5 unit doses, 2 x 1 unit dose holder + 2 x 5 applicator tips)",Cosmetic - Composites - Universal Posterior,-1,https://www.purelifedental.com/product/cosmetic/composites-universal-posterior/quixx-posterior-restorative.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2230202.jpg,-1
Pure life dental,2158901, 3M Oral Care,5707SD,3M™ ESPE™ Restorative Dispenser for Capsules,"
        ,Features,
        ,Dispenser designed to provide quick and easy delivery of 3M ESPE restorative materials packaged in capsules,    ",1 dispenser,1 dispenser,Cosmetic Accessories,-1,https://www.purelifedental.com/product/cosmetic/cosmetic-accessories/3m-espe-restorative-dispenser-for-capsules.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2158901.jpg,-1
Pure life dental,4400601, Tokuyama,10711,ESTELITE OMEGA® - PLT,"
        ,Features,
        ,Premium polychromatic, universal composite system,Patented 100% spherical filler allows a more natural recreation of tooth anatomy,High-flexural and compressive strength,Excellent polishability and radiopacity,Conceptualized and crafted to simplify high-esthetic restorations,    ","100 x 0.25gm PLTs (10 each: EA1, EA2, EA3, EB1, DA1, DA2, DA3, BL1, BL2, 5 each: Trans, MW)","100 x 0.25gm PLTs (10 each: EA1, EA2, EA3, EB1, DA1, DA2, DA3, BL1, BL2, 5 each: Trans, MW)",Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/estelite-omega-plt.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/4/4400602.jpg,-1
Pure life dental,4400701, Tokuyama,10901,ESTELITE® COLOR,"
        ,Features,
        ,Low viscosity, light-cured tint for individualized shade characterizations of direct and indirect resin restorations,Can be applied below or in-between the layers of the dental composite restoration to help perfect overall esthetics,Works well with any brand of resin composite,    ","13 x 0.9gm syringes (1 each: Blue, Clear, Dark Brown, Gray, Lavender, Ochre, Pink Opaque, Red, White, Yellow, Low Chroma Opaque, Medium Chroma Opaque, High Chroma Opaque) + 15 tips, 15 caps and accessories","13 x 0.9gm syringes (1 each: Blue, Clear, Dark Brown, Gray, Lavender, Ochre, Pink Opaque, Red, White, Yellow, Low Chroma Opaque, Medium Chroma Opaque, High Chroma Opaque) + 15 tips, 15 caps and accessories",Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/estelite-color.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/4/4400702.jpg,-1
Pure life dental,2201601," Parkell, Inc",S356,Epic®-TMPT Composite,"
        ,Features,
        ,The perfect composite for Class V restorations,Creates a better cervical restoration,Flexes with the tooth to reduce stress at the margin,Reduces chances of leakage, sensitivity, staining, and pop-out,More resilient than traditional microfills and much more resilient than hybrids,    ",3gm syringe,3gm syringe,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/epic-tmpt-composite.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2201601.jpg,-1
Pure life dental,2210201, Dentsply Sirona Restorative,685401,Dyract® eXtra Universal Compomer Restorative,"
        ,Features,
        ,Mechanical strength, esthetics and ease of use similar to traditional composites,Provides the fluoride release and some self-adhesive properties similar to glass ionomers,Long lasting fluoride release for peace of mind with a restoration,Easy to finish and polish,Provides excellent wear resistance for a long lasting restoration,    ",20 x 0.25g compules,20 x 0.25g compules,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/dyract-extra-universal-compomer-restorative.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/2/2210201.jpg,-1
Pure life dental,2155701, 3M Oral Care,915100,3M™ Strip Crown Forms,"
        ,Features,
        ,Prefabricated, transparent strip crowns for primary anterior applications,Automatically contours restorative material to match natural dentition,Thin interproximal walls allow for tight contacts,Strips off easily leaving a smooth surface,    ",120/box,120/box,Crown & Bridge - Crown Forms - Other,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-other/3m-strip-crown-forms.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2155702.jpg,-1
Pure life dental,1370201, Directa Inc,609202,Directa Polycarbonate Temporary Crown Kit 1-6,"
        ,Features,
        ,Highly acclaimed for natural appearance and morphology,    ",1 kit,1 kit,Crown & Bridge - Crown Forms - Polycarbonate,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-polycarbonate/directa-polycarbonate-temporary-crown-kit-1-6.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/3/1370201.jpg,-1
Pure life dental,1470501, Kuraray,3020KA,Clearfil Majesty ES-2 Syringe,"
        ,Features,
        ,Single-shade placement technique, no complex multi-shade layering,Easy, graceful sculpting with no slumping,Strong enough for posterior restorations,Premium shades offer a choice of enamel or dentin for better anterior translucency,    ",3.6gm syringe,3.6gm syringe,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/clearfil-majesty-es-2-syringe.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1470501.jpg,-1
Pure life dental,4155301, Ivoclar Vivadent,546980AN,Compoglass® F Cavifils,"
        ,Features,
        ,Light-curing, compomer-based restorative material,Contains aluminium fluorosilicate glass and ytterbium trifluoride, for a high fluoride-release,Exhibits high-strength and wear-resistance,High stability, excellent marginal adaptation and durable marginal seal,Can be used without the application of phosphoric acid etching and has high-radiopacity,    ",20 x 0.25gm Cavifils,20 x 0.25gm Cavifils,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/compoglass-f-cavifils.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/1/4155301.jpg,-1
Pure life dental,1473901, Kuraray,3181KA,Clearfil Majesty ES-2 Universal,"
        ,Features,
        ,Single-shade, universal composite,Blocker or opaquer is not needed,Features Light Diffusion Technology (LDT) to allow restorations to diffuse light in a similar way tooth structure does,Integrates easily and smoothly into the surrounding tooth structure and preparation margins become virtually invisible,    ",3.6gm syringe,3.6gm syringe,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/clearfil-majesty-es-2-universal.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1473901.jpg,-1
Pure life dental,2152401, 3M Oral Care,U69,3M™ Iso-form™ Crowns,"
        ,Features,
        ,Soft tin-silver prefabricated crowns retains shape of preparation and are easily stretched and burned to fit prep margins,Pre-finished, contoured and belled to save placement time,Faster placement than acrylics and chemical resins,Available in molar and bicuspid styles to meet patient needs,    ",5/box,5/box,Crown & Bridge - Crown Forms - Other,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-other/3m-iso-form-crowns.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2152401.jpg,-1
Pure life dental,2155801, 3M Oral Care,942301,3M™ Gold Anodized Crowns,"
        ,Features,
        ,Made of medium-hard aluminum for short-term adult posterior use,Gold anodization minimizes metallic taste and galvanic shock,    ",72/box - 2 of each size,72/box - 2 of each size,Crown & Bridge - Crown Forms - Other,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-other/3m-gold-anodized-crowns.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2155802.jpg,-1
Pure life dental,1370101, Directa Inc,609270,Directa Polycarbonate Temporary Crowns,"
        ,Features,
        ,Highly acclaimed for natural appearance and morphology,    ",5/box,5/box,Crown & Bridge - Crown Forms - Polycarbonate,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-polycarbonate/directa-polycarbonate-temporary-crowns.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/3/1370101.jpg,-1
Pure life dental,2152501, 3M Oral Care,100,3M™ Polycarbonate Crowns,"
        ,Features,
        ,Prefabricated crowns made from polycarbonate resin with microglass fibers for short- or longer-term adult anterior use,Contours and crimps similar to metal crowns to yield easy adaption to margins,    ",5/box,5/box,Crown & Bridge - Crown Forms - Polycarbonate,-1,https://www.purelifedental.com/product/crown-bridge/crown-forms-polycarbonate/3m-polycarbonate-crowns.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2152501.jpg,-1
Pure life dental,1474401, Kulzer,66064772,Charisma ABC - Syringe,"
        ,Features,
        ,Light cured, radiopaque universal hybrid composite,Creamy consistency and easy polishing,Provides a fine surface texture,Ideal viscosity for easy handling and cleanup,High radiopacity and low film thickness for complete seating of restorations,    ",4gm syringe,4gm syringe,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/charisma-abc-syringe.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1474401.jpg,-1
Pure life dental,1470601, Kuraray,3110KA,Clearfil Majesty ES-2 PLT,"
        ,Features,
        ,Single-shade placement technique, no complex multi-shade layering,Easy, graceful sculpting with no slumping,Strong enough for posterior restorations,Premium shades offer a choice of enamel or dentin for better anterior translucency,    ",20 x 0.25gm PLTs,20 x 0.25gm PLTs,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/clearfil-majesty-es-2-plt.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1470613.jpg,-1
Pure life dental,1474501, Kulzer,66064780,Charisma ABC - PLT,"
        ,Features,
        ,Light cured, radiopaque universal hybrid composite,Creamy consistency and easy polishing,Provides a fine surface texture,Ideal viscosity for easy handling and cleanup,High radiopacity and low film thickness for complete seating of restorations,    ",20 x 0.2gm PLT's,20 x 0.2gm PLT's,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/charisma-abc-plt.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1474501.jpg,-1
Pure life dental,4512001, Coltene/Whaledent,60019733,BRILLIANT EverGlow - Tips,"
        ,Features,
        ,Developed with a special focus on high, long-lasting gloss and shade aesthetics,VITA based Duo Shade system; neat and clear shade spectrum of only 12 shades, offering an aesthetic and versatile system,    ","32 x 0.2gm tips (8 each: A1/B1, A2/B2, A3/D3, BL Trans)","32 x 0.2gm tips (8 each: A1/B1, A2/B2, A3/D3, BL Trans)",Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/brilliant-everglow-tips.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/5/4512003.jpg,-1
Pure life dental,4511901, Coltene/Whaledent,60019732,BRILLIANT EverGlow - Syringe,"
        ,Features,
        ,Developed with a special focus on high, long-lasting gloss and shade aesthetics,VITA based Duo Shade system; neat and clear shade spectrum of only 12 shades, offering an aesthetic and versatile system,    ","4 x 3gm syringe (1 each: A1/B1, A2/B2, A3/D3, BL Trans)","4 x 3gm syringe (1 each: A1/B1, A2/B2, A3/D3, BL Trans)",Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/brilliant-everglow-syringe.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/4/5/4511903.jpg,-1
Pure life dental,2180501, Shofu Dental Corp,Y2284,Beautifil II LS (Low Shrinkage) - Tips,"
        ,Features,
        ,Features Shofu’s bioactive, Giomer filler technology,Formulated to minimize polymerization shrinkage and resultant shrinkage stress; low volumetric shrinkage (0.85%) and shrinkage stress (2.72 MPa),Tooth-like aesthetics with natural fluorescence,Fluoride-releasing/recharging,    ",20 x 0.25gm tips + 20 tips,20 x 0.25gm tips + 20 tips,Cosmetic - Composites - Universal,-1,https://www.purelifedental.com/product/cosmetic/composites-universal/beautifil-ii-ls-low-shrinkage-tips.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2180501.jpg,-1
Pure life dental,2155202, 3M Oral Care,7423,3M™ Scotchbond™ Etchant,"
        ,Features,
        ,37% by weight phosphoric acid etching gel,Ideal for selective etch and/or total etch,Delivery system gel is blue in color for an easier and more precise application,    ",9ml bottle,9ml bottle,Cosmetic - Etching Products,-1,https://www.purelifedental.com/product/cosmetic/etching-products/3m-scotchbond-etchant.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/2/1/2155202.jpg,-1
